plant_ID,line,batch,type,pop,no,nod_alive,nod,leaf,fru,flo,root_BM,shoot_BM,seed_BM,date_diss,diss,diss_note,plot,loc,survive,field_notes,line_ID
2-G11,DE15,one,pheno,de,15,13,13,75,18,0,0.0633,0.5188,0.6562,16-Jul-15,Andrea and Jessica,NA,plot_2,G11,1,"inflower,bagged",de15
2-G12,DU17,one,pheno,du,17,55,55,120,0,0,0.0991,0.4748,0,not recorded,Samriti,NA,plot_2,G12,1,healthy,du17
2-G13,FOR26,one,NA,for,26,26,27,241,2,0,0.1699,1.2967,0.0154,16-Jul-15,Andrea and Jessica,1 senesced,plot_2,G13,1,healthy,for26
2-G14,AC20,one,pool,ac,20,13,13,51,0,0,0.026,0.1767,0,2-Apr-15,Steffi,NA,plot_2,G14,1,harv,ac20
2-G15,FZ19,one,pheno,fz,19,35,44,372,23,12,0.1446,0.9903,0.5318,15-Jun-15,Steffi,9 senesced,plot_2,G15,1,"inflower,bagged",fz19
2-G16,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G16,0,died,wtx30
2-G17,FOR43,two,reference,for,43,58,58,51,1,4,0.076,0.5806,0,7-Sep-14,Rebecca,NA,plot_2,G17,1,healthy,forx43
2-G18,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G18,0,died,htrx1
2-G19,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,G19,0,died,htdx2
2-H01,FZ24,one,pool,fz,24,3,3,13,0,0,0.0112,0.0332,0,not recorded,Madeline,NA,plot_2,H01,1,harv,fz24
2-H02,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,H02,0,died,htr1
2-H03,FOR43,one,pheno,for,43,11,20,162,0,0,0.1223,0.6266,0,27-May-15,Steffi,9 senesced,plot_2,H03,1,healthy,for43
2-H04,WR31,one,pheno,wr,31,25,46,116,0,0,0.1275,0.478,0,27-May-15,Steffi,21 senesced,plot_2,H04,1,healthy,wr31
2-H05,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,H05,0,died,htdx2
2-H06,DE7,two,reference,de,7,18,18,30,0,0,0.0366,0.214,0,5-Sep-14,Rebecca,NA,plot_2,H06,1,healthy,dex7
2-H07,HTR30,two,pheno,htr,30,11,20,104,0,0,NA,NA,NA,3-Jun-15,Steffi,9 senesced,plot_2,H07,1,healthy,hrtx30
2-H08,WR31,two,pool,wr,31,11,11,13,0,0,0.0335,0.0045,0,6-Sep-14,Rebecca,NA,plot_2,H08,1,harv,wrx31
2-H09,FOR15,one,pheno,for,15,11,17,115,40,0,0.1325,1.9885,1.4003,3-Jun-15,Andrea and Jessica,6 senesced,plot_2,H09,1,"inflower,bagged",for15
2-H10,AC3,one,pheno,ac,3,16,19,163,23,0,0.1882,1.6899,0.3376,3-Jun-15,Andrea and Jessica,3 senesced,plot_2,H10,1,"inflower,bagged",ac3
2-H11,DE7,one,pool,de,7,40,40,18,0,0,0.0137,0.1323,0,29-May-15,Grant (Simran),"No intact plant detected, previously dissected by Simran",plot_2,H11,1,harv,de7
2-H12,RBE17,one,pheno,rbe,17,36,36,63,2,0,NA,NA,NA,not recorded,Samriti,found another plant shoot in bag,plot_2,H12,1,"inflower,bagged",rbe17
2-H13,RBE17,one,pheno,rbe,17,27,37,79,5,3,0.0582,0.2897,0.2305,10-Jun-15,Steffi,10 senesced,plot_2,H13,1,"inflower,bagged",rbe17
2-H14,FZ19,one,pheno,fz,19,2,4,0,72,1,NA,NA,NA,16-Jun-15,Monika,2 senesced,plot_2,H14,1,"inflower,bagged",fz19
2-H15,WT39,one,pheno,wt,39,25,27,138,58,0,0.2135,1.8044,1.8001,16-Jul-15,Andrea and Jessica,2 senesced,plot_2,H15,1,"inflower,bagged",wt39
2-H16,RBE17,two,pool,rbe,17,8,8,3,0,0,0.0028,0.0024,0,28-May-15,Jingqi Hao ,NA,plot_2,H16,1,harv,rbex17
2-H17,HTR1,two,pool,htr,1,7,8,15,0,0,0.006,0.0215,0,5-Mar-15,Simran,nods not dissected,plot_2,H17,1,harv,htrx1
2-H18,HTR25,two,pool,htr,25,12,12,2,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_2,H18,0,died,htrx25
2-H19,HTR30,two,reference,htr,30,16,16,18,0,0,0.0268,0.0795,0,7-Sep-14,Rebecca,NA,plot_2,H19,1,healthy,htrx30
2-I01,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I01,0,died,htdx28
2-I02,FZ24,one,pheno,fz,24,23,35,212,0,4,0.4205,1.2351,0,20-Aug-15,Andrea and Jessica ,NA,plot_2,I02,1,healthy,fz24
2-I03a,DU4,one,pheno,du,4,66,66,74,0,0,0.0439,0.2227,0,29-May-15,Grant ,"possibly 2 plants; nods1=66, nods2=42, leaves1=74, leaves2=42; organized in separate envelopes, a",plot_2,I03,1,healthy,du4
2-I03b,DU4,one,pheno,du,4,42,42,42,0,0,0.039,0.1163,NA,29-May-15,Grant ,"possibly 2 plants; nods1=66, nods2=42, leaves1=74, leaves2=42; organized in separate envelopes, b",plot_2,I03,1,healthy,du4
2-I04,KA24,one,reference,ka,24,42,42,84,0,0,0.09265,0.448,0,7-Sep-14,Rebecca,NA,plot_2,I04,1,healthy,ka24
2-I05,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I05,1,healthy,forx43
2-I06,RBE34,two,reference,rbe,34,13,13,18,0,0,0.01625,0.0438,0,7-Sep-14,Rebecca,NA,plot_2,I06,1,healthy,rbex34
2-I07,DE7,two,pheno,de,7,4,8,6,0,0,0.0051,0.0052,0,3-Jun-15,Steffi,4 senesced,plot_2,I07,1,small,dex7
2-I08,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I08,1,harv,dux17
2-I09,WT30,one,pool,wt,30,42,42,82,0,3,0.0373,0.3343,0,8-Jan-15,Simran,NA,plot_2,I09,1,harv,wt30
2-I10,WR40a,one,pheno,wr,40a,NA,NA,NA,NA,NA,0.0713,0.2569,0,not recorded,CHECK,NA,plot_2,I10,1,harv,wr40a
2-I11,WT39,one,pool,wt,39,25,26,53,0,2,0.4045,0.0462,0,19-Mar-15,Simran,NA,plot_2,I11,1,harv,wt39
2-I12,FZ24,one,pheno,fz,24,27,28,181,15,0,0.1792,0.7005,0.5344,2-Jul-15,Andrea and Jessica,1 senesced,plot_2,I12,1,"inflower,bagged",fz24
2-I13,FZ19,one,pool,fz,19,24,31,63,0,1,0.0402,0.257,0,8-Jan-15,Simran,7 senesced,plot_2,I13,1,harv,fz19
2-I14,FOR15,one,pheno,for,15,1,1,80,54,0,0.1911,1.912,1.5516,20-Aug-15,Andrea and Jessica ,NA,plot_2,I14,1,"inflower,bagged",for15
2-I15,FOR26,one,pheno,for,26,42,42,250,27,8,0.1658,1.6734,0.915,not recorded,Samriti,NA,plot_2,I15,1,"inflower,bagged",for26
2-I16,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I16,0,died,htrx1
2-I17,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I17,0,died,dux17
2-I18,HTR1,two,pheno,htr,1,13,20,32,0,0,0.0242,0.0716,0,15-Jun-15,Steffi,7 senesced,plot_2,I18,1,small,htrx1
2-I19,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,I19,0,died,acx15
2-J01,WT18,one,pool,wt,18,13,13,26,0,0,0.0197,0.0955,0,3-Jun-15,Grant,NA,plot_2,J01,1,harv,wt18
2-J02,FZ19,one,pool,fz,19,16,16,39,0,0,0.0116,0.0625,0,not recorded,Madeline,NA,plot_2,J02,1,harv,fz19
2-J03,DE7,one,pheno,de,7,38,38,177,0,0,0.1868,0.9185,0,29-May-15,Grant ,NA,plot_2,J03,1,(2in1)healthy,de7
2-J04,KA7,one,pheno,ka,7,NA,NA,NA,NA,NA,NA,NA,NA,1-Jun-15,Steffi,No intact plant detected,plot_2,J04,1,"inflower,bagged",ka7
2-J05,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J05,1,small,dux17
2-J06,WT18,one,reference,wt,18,18,18,48,0,0,0.0814,0.447,0,6-Sep-14,Rebecca,NA,plot_2,J06,1,healthy,wt18
2-J07,RBE17,two,pheno,rbe,17,20,35,42,0,0,NA,NA,NA,3-Jun-15,Steffi,15 senesced,plot_2,J07,1,small,rbex17
2-J08,FZ17,two,pheno,fz,17,33,36,59,0,0,0.0801,0.3182,0,10-Jun-15,Andrea and Jessica,3 senesced,plot_2,J08,1,harv,fzx17
2-J09,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J09,1,"inflower,bagged",ka16
2-J10,FZ24,one,pool,fz,24,123,123,64,0,0,0.0322,0.2386,0,22-Jan-15,Simran,NA,plot_2,J10,1,harv,fz24
2-J11,KA7,one,NA,KA,7,22,27,116,50,6,0.1828,1.2578,4.58,30-Jul-15,Andrea and Jessica ,NA,plot_2,J11,1,"inflower,bagged",ka7
2-J12,KA7,one,pheno,ka,7,37,47,228,27,0,0.1262,0.9051,0.4335,30-Jul-15,Andrea and Jessica ,NA,plot_2,J12,1,"inflower,bagged",ka7
2-J13,HTR30,one,pheno,htr,30,25,27,163,0,0,0.0917,0.6364,0,2-Jul-15,Andrea and Jessica,2 senesced,plot_2,J13,1,healthy,htr30
2-J14,RBE34,one,pheno,rbe,34,30,32,211,64,0,0.2203,1.6986,1.9046,2-Jul-15,Andrea and Jessica,2 senesced,plot_2,J14,1,"inflower,bagged",rbe34
2-J15,AC15,one,unsure,ac,15,13,15,63,0,2,NA,NA,NA,22-Sep-14,Steffi,NA,plot_2,J15,1,harv,ac15
2-J16,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J16,0,died,htdx2
2-J17,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J17,0,died,htrx1
2-J18,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J18,0,died,htdx28
2-J19,HTR30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,J19,0,died,htrx30
2-K01,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K01,1,"small,inflower,bagged",acx15
2-K02,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K02,0,died,htrx1
2-K03,RBE34,one,pheno,rbe,34,37,55,146,49,5,NA,NA,NA,27-May-15,Steffi,18 senesced,plot_2,K03,1,"inflower,bagged",rbe34
2-K04,AC3,one,pool,ac,3,8,8,36,0,0,0.0122,0.0654,0,5-Dec-14,Simran,NA,plot_2,K04,1,harv,ac3
2-K05,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K05,1,small,wtx30
2-K06,FZ24,two,reference,fz,24,51,51,33,0,0,0.0459,0.2225,0,6-Sep-14,Rebecca,NA,plot_2,K06,1,healthy,fzx24
2-K07,WR31,two,reference,wr,31,56,56,27,0,0,0.0053,0.031,0,6-Sep-14,Rebecca,NA,plot_2,K07,1,healthy,wrx31
2-K08,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K08,0,died,fzx19
2-K09,HTD2,one,pheno,htd,2,52,59,115,0,0,0.0668,0.4001,0,1-Jun-15,Steffi,7 senesced,plot_2,K09,1,healthy,htd2
2-K10,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K10,1,"inflower,bagged",htr25
2-K11,FOR15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K11,1,harv,for15
2-K12,FOR15,one,pheno,for,15,9,9,127,34,7,0.1054,1.6918,1.1124,30-Jul-15,not recoreded,NA,plot_2,K12,1,"inflower,bagged",for15
2-K13,WR34,one,pool,wr,34,9,9,37,0,0,NA,NA,NA,not recorded,Jing Qi,NA,plot_2,K13,1,harv,wr34
2-K14,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K14,1,healthy,htr25
2-K15,WT39,one,pool,wt,39,46,46,95,0,6,0.0388,0.3639,0,22-Sep-14,Simran,NA,plot_2,K15,1,harv,wt39
2-K16,RBE34,two,pool,rbe,34,NA,NA,NA,NA,NA,0.0058,0.0082,0,not recorded,CHECK,NA,plot_2,K16,1,harv,rbex34
2-K17a,WT39,two,pheno,wt,39,11,11,34,0,0,0.0234,0.0875,0,11-Jun-15,Grant ,"a, two plants",plot_2,K17,1,healthy,wtx39
2-K17b,WT39,two,pheno,wt,39,18,18,47,0,0,0.0258,0.1092,0,11-Jun-15,Grant ,"b, two plants",plot_2,K17,1,healthy,wtx39
2-K18,HTR1,two,pheno,wr,31,15,15,53,0,0,0.0387,0.1945,0,11-Jun-15,Grant ,NA,plot_2,K18,1,healthy,htrx1
2-K19,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,K19,0,died,htrx1
2-L01,KA7,one,reference,ka,7,7,7,60,1,4,0.0197,0.2868,0,7-Sep-14,Rebecca,NA,plot_2,L01,1,"inflower,bagged",ka7
2-L02,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L02,1,small,wtx39
2-L03,WR40a,one,pheno,wr,40a,11,18,252,0,3,0.2564,1.1285,0,1-Jun-15,Steffi,7 senesced,plot_2,L03,1,"inflower,bagged",wr40a
2-L04,DE15,one,reference,de,15,6,6,45,0,0,0.0053,0.0173,0,6-Sep-14,Rebecca,(09-N),plot_2,L04,1,healthy,de15
2-L05,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L05,1,healthy,forx43
2-L06,HTD2,two,pool,htd,2,10,10,7,0,0,0.0019,0.0049,0,not recorded,Madeline,1 purple leaf,plot_2,L06,1,harv,htdx2
2-L07,AC3,two,reference,ac,3,61,61,39,0,0,0.0301,0.1344,0,6-Sep-14,Rebecca,NA,plot_2,L07,1,healthy,acx3
2-L08,KA16,one,pool,ka,16,5,5,9,0,0,0.0037,0.0038,0,not recorded,Madeline,NA,plot_2,L08,1,harv,ka16
2-L09,HTD28,one,pheno,htd,28,54,98,203,0,0,0.1714,1.0043,0,1-Jun-15,Steffi,44 senesced,plot_2,L09,1,healthy,htd28
2-L10,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L10,0,died,dux17
2-L11,WT39,one,pheno,wt,39,76,152,374,62,7,0.1212,1.2095,1.3172,6-Jul-15,Grant,76 senesced,plot_2,L11,1,"inflower,bagged",wt39
2-L12,WR31,one,pheno,wr,31,38,39,129,27,0,0.1066,0.918,0.7652,16-Jul-15,Andrea and Jessica,1 senesced,plot_2,L12,1,"inflower,bagged",wr31
2-L13,WT30,one,pheno,wt,30,35,35,439,15,22,0.2503,2.7074,0.6373,not recorded,Samriti,NA,plot_2,L13,1,"inflower,bagged",wt30
2-L14,WR40a,one,pool,wr,40a,35,35,40,0,0,0.0345,0.1656,0,not recorded,Madeline,NA,plot_2,L14,1,harv,wr40a
2-L15,WR34,one,pheno,wr,34,43,43,283,0,0,NA,1.5302,0,not recorded,Samriti,NA,plot_2,L15,1,healthy,wr34
2-L16,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L16,0,died,htrx1
2-L17,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L17,0,died,htrx1
2-L18,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,L18,0,died,htrx25
2-L19,HTR1,two,pheno,htr,1,5,8,46,0,0,0.0537,0.1719,0,15-Jun-15,Steffi,3 senesced,plot_2,L19,1,small,htrx1
2-M01,FZ19,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M01,0,died,fz19
2-M02,FOR43,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M02,1,healthy,for43
2-M03,FOR43,one,pheno,for,43,22,39,147,0,0,0.1088,0.4318,0,25-May-15,Steffi,17 senesced,plot_2,M03,1,healthy,for43
2-M04,KA16,two,pheno,ka,16,16,16,110,1,2,0.0839,0.2378,0.0068,27-May-15,Steffi,NA,plot_2,M04,1,small,kax16
2-M05,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M05,1,small,wtx39
2-M06,HTD28,two,pool,htd,28,2,2,5,0,0,0.011,0.0035,0,12-Feb-15,Simran,NA,plot_2,M06,1,harv,htdx28
2-M07,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M07,1,harv,fzx17
2-M08,DE15,one,pool,de,15,5,5,7,0,0,0.007,0.006,0,25-May-15,Grant ,NA,plot_2,M08,1,harv,de15
2-M09,KA24,one,pheno,ka,24,43,70,343,0,4,NA,NA,NA,1-Jun-15,Steffi,27 senesced,plot_2,M09,1,healthy,ka24
2-M10,KA24,one,pool,ka,24,79,79,33,0,0,0.025,0.1867,0,15-Jan-15,Simran,NA,plot_2,M10,1,harv,ka24
2-M11,FZ24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M11,1,healthy,fz24
2-M12,FOR43,one,pool,for,43,17,17,6,0,0,NA,NA,NA,not recorded,Jing Qi,NA,plot_2,M12,1,harv,for43
2-M13,DE7,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M13,1,harv,de7
2-M14,KA16,one,pool,ka,16,20,20,40,0,0,0.0198,0.0803,0,not recorded,Madeline,NA,plot_2,M14,1,harv,ka16
2-M15,FOR43,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M15,1,"inflower,bagged",for43
2-M16,HTR25,two,pool,htr,25,NA,NA,NA,NA,NA,0.0026,0.0062,0,not recorded,CHECK,NA,plot_2,M16,1,harv,htrx25
2-M17,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M17,0,died,htrx1
2-M18,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,M18,0,died,dex7
2-M19,RBE34,two,pool,rbe,34,3,3,8,0,0,0.0028,0.0033,0,not recorded,Madeline,NA,plot_2,M19,1,harv,rbex34
2-N01,KA24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N01,0,died,ka24
2-N02,KA7,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N02,0,died,ka7
2-N03,WT39,one,pool,wt,39,14,14,0,0,0,0.0193,0.0149,0,not recorded,Madeline,NA,plot_2,N03,1,harv,wt39
2-N04,AC3,one,pheno,ac,3,27,33,267,26,10,0.2146,1.2567,0.1538,25-May-15,Steffi,6 senesced,plot_2,N04,1,"inflower,bagged",ac3
2-N05,RBE17,two,pool,rbe,17,8,8,6,0,0,0.003,0.0088,0,8-Jan-15,Simran,NA,plot_2,N05,1,harv,rbex17
2-N06,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N06,1,small,htdx2
2-N07,RBE17,two,reference,rbe,17,59,59,27,0,1,0.0219,0.1061,0,7-Sep-14,Rebecca,NA,plot_2,N07,1,healthy,rbex17
2-N08,WR34,two,pheno,wr,34,27,38,33,0,0,0.0373,0.0837,0,3-Jun-15,Steffi,11 senesced,plot_2,N08,1,small,wrx34
2-N09,DE15,one,pheno,de,15,53,63,362,30,0,0.3554,3.0744,0.9789,3-Jun-15,Andrea and Jessica,10 senesced,plot_2,N09,1,"inflower,bagged",de15
2-N10,AC3,one,pool,ac,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N10,1,harv,ac3
2-N11,FZ17,one,reference,fz,17,97,151,57,0,3,0.0711,0.4834,0,5-Sep-14,Rebecca,"54 dissected, 43 left intact on roots",plot_2,N11,1,healthy,fz17
2-N12,FOR26,one,reference,for,26,98,159,114,0,0,0.1358,1.1755,0,6-Sep-14,Rebecca,"61 dissected, 37 left intact on roots",plot_2,N12,1,healthy,for26
2-N13,DU4,one,pheno,du,4,24,27,95,2,4,0.0916,0.3965,0.0445,15-Jun-15,Steffi,3 senesced,plot_2,N13,1,healthy,du4
2-N14,RBE17,one,pheno,rbe,17,13,24,77,10,5,0.0869,0.7959,0.3379,16-Jun-15,Monika,11 senesced,plot_2,N14,1,"inflower,bagged",rbe17
2-N15,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N15,0,died,rbex34
2-N16,HTD2,two,reference,htd,2,33,33,24,0,0,0.026,0.1159,0,6-Sep-14,Rebecca,NA,plot_2,N16,1,healthy,htdx2
2-N17,DU17,two,pool,du,17,NA,NA,NA,NA,NA,NA,NA,NA,8-Jan-15,Simran,No intact plant detected,plot_2,N17,1,harv,dux17
2-N18,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,N18,0,died,wtx30
2-N19,HTR25,two,pheno,htr,25,36,54,166,1,7,0.0834,0.4272,0.0035,15-Jun-15,Steffi,18 senesced,plot_2,N19,1,short,htrx25
2-O01,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O01,0,died,htdx2
2-O02,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O02,0,died,ka16
2-O03,WT30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O03,0,died,wt30
2-O04,FZ24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O04,0,died,fz24
2-O05,DE15,one,pool,de,15,4,4,9,0,0,0.0181,0.0055,0,not recorded,Rebecca,NA,plot_2,O05,1,harv,de15
2-O06,FZ24,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O06,1,healthy,fzx24
2-O07,RBE38,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O07,1,healthy,rbe38
2-O08,WR31,two,pool,wr,31,9,9,9,0,0,0.0044,0.01,0,not recorded,Madeline,NA,plot_2,O08,1,harv,wrx31
2-O09,FZ24,two,pheno,fz,24,9,18,61,0,0,0.026,0.1243,0,1-Jun-15,Steffi,9 senesced,plot_2,O09,1,small,fzx24
2-O10,FZ24,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O10,0,died,fzx24
2-O11,HTD28,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O11,0,died,htd28
2-O12,AC3,one,pheno,ac,3,47,49,148,0,0,0.1225,0.3462,0,2-Jul-15,Andrea and Jessica,2 senesced,plot_2,O12,1,short,ac3
2-O13,HTD2,one,pheno,htd,2,19,19,86,7,0,0.0846,0.5819,0.0943,not recorded,Samriti,NA,plot_2,O13,1,"inflower,bagged",htd2
2-O14,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O14,0,died,rbex34
2-O15,AC15,one,pheno,ac,15,21,37,260,35,7,0.1909,1.5071,1.3762,15-Jun-15,Steffi,16 senesced,plot_2,O15,1,"inflower,bagged",ac15
2-O16,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O16,0,died,rbex17
2-O17,RBE17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O17,0,died,rbex17
2-O18,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O18,1,harv,htrx25
2-O19,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_2,O19,0,died,rbex34
3-A09,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,A09,0,died,htrx25
3-A10,FOR43,two,reference,for,43,15,15,27,0,0,0.0279,0.1086,0,22-Sep-14,Steffi,NA,plot_3,A10,1,healthy,forx43
3-A13,WT39,two,pheno,wt,39,5,7,18,0,0,0.0175,0.0298,0,17-Jun-15,Steffi,2 senesced,plot_3,A13,1,harv,wtx39
3-B02,HTR30,two,reference,htr,30,3,3,10,0,0,0.0044,0.0096,0,22-Sep-14,Shree,NA,plot_3,B02,1,small,htrx30
3-B03,RBE38,two,pheno,rbe,38,12,20,56,0,0,0.0384,0.1004,0,17-Jun-15,Steffi,8 senesced,plot_3,B03,1,med,rbex38
3-B04,WT39,two,pheno,wt,39,23,28,22,0,0,0.0334,0.0408,0,17-Jun-15,Steffi,5 senesced,plot_3,B04,1,small,wtx39
3-B05,HTD2,two,pool,htd,2,1,1,9,0,0,0.002,0.0027,0,8-Jan-15,Simran,NA,plot_3,B05,1,harv,htdx2
3-B06,HTR30,two,pheno,htr,30,7,8,12,0,0,0.0094,0.0096,0,17-Jun-15,Steffi,1 senesced,plot_3,B06,1,small,htrx30
3-B07,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B07,0,died,forx43
3-B08,HTR30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B08,0,died,htrx30
3-B09,AC3,two,reference,ac,3,30,30,62,0,0,0.0188,0.1325,0,18-Aug-15,Yumeng,NA,plot_3,B09,1,med,acx3
3-B11,RBE38,two,pheno,rbe,38,3,4,16,0,0,0.0105,0.0242,0,17-Jun-15,Steffi,1 senesced,plot_3,B11,1,small,rbex38
3-B12,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B12,0,died,kax7
3-B14,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B14,1,med,acx3
3-B15,RBE38,two,pool,rbe,38,8,8,7,0,0,0.0034,0.0106,0,3-Jun-15,Grant,NA,plot_3,B15,1,harv,rbex38
3-B16,AC3,two,pheno,ac,3,8,8,58,0,0,0.0352,0.1646,0,17-Jun-15,Steffi,NA,plot_3,B16,1,small,acx3
3-B17,KA16,two,reference,ka,16,13,13,9,0,0,0.005,0.0107,0,not recorded,Madeline,NA,plot_3,B17,1,small,kax16
3-B18,HTR30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B18,1,harv,htrx30
