"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru"
"G02","two","KA16","KA",1,129,61,"2-G02",375.8,95.5,NA,NA,"plot_2","KSR-field","Grant",0,0
"G03","one","AC20","AC",1,44,13,"2-G03",93.3,17,NA,NA,"plot_2","KSR-field","Simran",0,0
"G04","two","HTD2","HTD",1,95,25,"2-G04",273.1,775,NA,NA,"plot_2","KSR-field","Steffi",0,0
"G06","two","AC15","AC",0,36,33,"2-G06",396.2,80.3,NA,NA,"plot_2","KSR-field","Rebecca",6,1
"G07","one","WT18","WT",1,129,24,"2-G07",612.1,141.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"G08","one","DE7","DE",1,254,37,"2-G08",2219,240.6,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,3
"G10","one","HTD2","HTD",1,52,28,"2-G10",797.3,125.8,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,12
"G11","one","DE15","DE",1,75,13,"2-G11",518.8,63.3,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,18
"G13","one","FOR26","FOR",1,241,27,"2-G13",1296.7,169.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,2
"G14","one","AC20","AC",1,51,13,"2-G14",176.7,26,NA,NA,"plot_2","KSR-field","Steffi",0,0
"G15","one","FZ19","FZ",1,372,44,"2-G15",990.3,144.6,NA,NA,"plot_2","KSR-field","Steffi",12,23
"G17","two","FOR43","FOR",1,51,58,"2-G17",580.6,76,NA,NA,"plot_2","KSR-field","Rebecca",4,1
"H01","one","FZ24","FZ",1,13,3,"2-H01",33.2,11.2,NA,NA,"plot_2","KSR-field","Madeline",0,0
"H03","one","FOR43","FOR",1,162,20,"2-H03",626.6,122.3,NA,NA,"plot_2","KSR-field","Steffi",0,0
"H04","one","WR31","WR",1,116,46,"2-H04",478,127.5,NA,NA,"plot_2","KSR-field","Steffi",0,0
"H06","two","DE7","DE",1,30,18,"2-H06",214,36.6,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"H08","two","WR31","WR",1,13,11,"2-H08",4.5,33.5,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"H09","one","FOR15","FOR",1,115,17,"2-H09",1988.5,132.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,40
"H10","one","AC3","AC",1,163,19,"2-H10",1689.9,188.2,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,23
"H11","one","DE7","DE",1,18,40,"2-H11",132.3,13.7,NA,NA,"plot_2","KSR-field","Grant (Simran)",0,0
"H13","one","RBE17","RBE",1,79,37,"2-H13",289.7,58.2,NA,NA,"plot_2","KSR-field","Steffi",3,5
"H15","one","WT39","WT",1,138,27,"2-H15",1804.4,213.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,58
"H16","two","RBE17","RBE",1,3,8,"2-H16",2.4,2.8,NA,NA,"plot_2","KSR-field","Jingqi Hao",0,0
"H17","two","HTR1","HTR",1,15,8,"2-H17",21.5,6,NA,NA,"plot_2","KSR-field","Simran",0,0
"H19","two","HTR30","HTR",1,18,16,"2-H19",79.5,26.8,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"I02","one","FZ24","FZ",1,212,35,"2-I02",1235.1,420.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",4,0
"I03","one","DU4","DU",1,74,66,"2-I03a",222.7,43.9,NA,NA,"plot_2","KSR-field","Grant",0,0
"I03","one","DU4","DU",1,42,42,"2-I03b",116.3,39,NA,NA,"plot_2","KSR-field","Grant",0,0
"I06","two","RBE34","RBE",1,18,13,"2-I06",43.8,16.25,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"I07","two","DE7","DE",1,6,8,"2-I07",5.2,5.1,NA,NA,"plot_2","KSR-field","Steffi",0,0
"I09","one","WT30","WT",1,82,42,"2-I09",334.3,37.3,NA,NA,"plot_2","KSR-field","Simran",3,0
"I10","one","WR40a","WR",1,NA,NA,"2-I10",256.9,71.3,NA,NA,"plot_2","KSR-field","CHECK",NA,NA
"I11","one","WT39","WT",1,53,26,"2-I11",46.2,404.5,NA,NA,"plot_2","KSR-field","Simran",2,0
"I12","one","FZ24","FZ",1,181,28,"2-I12",700.5,179.2,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,15
"I13","one","FZ19","FZ",1,63,31,"2-I13",257,40.2,NA,NA,"plot_2","KSR-field","Simran",1,0
"I14","one","FOR15","FOR",1,80,1,"2-I14",1912,191.1,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,54
"I15","one","FOR26","FOR",1,250,42,"2-I15",1673.4,165.8,NA,NA,"plot_2","KSR-field","Samriti",8,27
"I18","two","HTR1","HTR",1,32,20,"2-I18",71.6,24.2,NA,NA,"plot_2","KSR-field","Steffi",0,0
"J01","one","WT18","WT",1,26,13,"2-J01",95.5,19.7,NA,NA,"plot_2","KSR-field","Grant",0,0
"J02","one","FZ19","FZ",1,39,16,"2-J02",62.5,11.6,NA,NA,"plot_2","KSR-field","Madeline",0,0
"J03","one","DE7","DE",1,177,38,"2-J03",918.5,186.8,NA,NA,"plot_2","KSR-field","Grant",0,0
"J06","one","WT18","WT",1,48,18,"2-J06",447,81.4,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"J08","two","FZ17","FZ",1,59,36,"2-J08",318.2,80.1,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"J10","one","FZ24","FZ",1,64,123,"2-J10",238.6,32.2,NA,NA,"plot_2","KSR-field","Simran",0,0
"J11","one","KA7","KA",1,116,27,"2-J11",1257.8,182.8,NA,NA,"plot_2","KSR-field","Andrea and Jessica",6,50
"J12","one","KA7","KA",1,228,47,"2-J12",905.1,126.2,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,27
"J13","one","HTR30","HTR",1,163,27,"2-J13",636.4,91.7,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"J14","one","RBE34","RBE",1,211,32,"2-J14",1698.6,220.3,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,64
"K04","one","AC3","AC",1,36,8,"2-K04",65.4,12.2,NA,NA,"plot_2","KSR-field","Simran",0,0
"K06","two","FZ24","FZ",1,33,51,"2-K06",222.5,45.9,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"K07","two","WR31","WR",1,27,56,"2-K07",31,5.3,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"K09","one","HTD2","HTD",1,115,59,"2-K09",400.1,66.8,NA,NA,"plot_2","KSR-field","Steffi",0,0
"K12","one","FOR15","FOR",1,127,9,"2-K12",1691.8,105.4,NA,NA,"plot_2","KSR-field","not recoreded",7,34
"K15","one","WT39","WT",1,95,46,"2-K15",363.9,38.8,NA,NA,"plot_2","KSR-field","Simran",6,0
"K16","two","RBE34","RBE",1,NA,NA,"2-K16",8.2,5.8,NA,NA,"plot_2","KSR-field","CHECK",NA,NA
"K17","two","WT39","WT",1,34,11,"2-K17a",87.5,23.4,NA,NA,"plot_2","KSR-field","Grant",0,0
"K17","two","WT39","WT",1,47,18,"2-K17b",109.2,25.8,NA,NA,"plot_2","KSR-field","Grant",0,0
"K18","two","HTR1","WR",1,53,15,"2-K18",194.5,38.7,NA,NA,"plot_2","KSR-field","Grant",0,0
"L01","one","KA7","KA",1,60,7,"2-L01",286.8,19.7,NA,NA,"plot_2","KSR-field","Rebecca",4,1
"L03","one","WR40a","WR",1,252,18,"2-L03",1128.5,256.4,NA,NA,"plot_2","KSR-field","Steffi",3,0
"L04","one","DE15","DE",1,45,6,"2-L04",17.3,5.3,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"L06","two","HTD2","HTD",1,7,10,"2-L06",4.9,1.9,NA,NA,"plot_2","KSR-field","Madeline",0,0
"L07","two","AC3","AC",1,39,61,"2-L07",134.4,30.1,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"L08","one","KA16","KA",1,9,5,"2-L08",3.8,3.7,NA,NA,"plot_2","KSR-field","Madeline",0,0
"L09","one","HTD28","HTD",1,203,98,"2-L09",1004.3,171.4,NA,NA,"plot_2","KSR-field","Steffi",0,0
"L11","one","WT39","WT",1,374,152,"2-L11",1209.5,121.2,NA,NA,"plot_2","KSR-field","Grant",7,62
"L12","one","WR31","WR",1,129,39,"2-L12",918,106.6,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,27
"L13","one","WT30","WT",1,439,35,"2-L13",2707.4,250.3,NA,NA,"plot_2","KSR-field","Samriti",22,15
"L14","one","WR40a","WR",1,40,35,"2-L14",165.6,34.5,NA,NA,"plot_2","KSR-field","Madeline",0,0
"L19","two","HTR1","HTR",1,46,8,"2-L19",171.9,53.7,NA,NA,"plot_2","KSR-field","Steffi",0,0
"M03","one","FOR43","FOR",1,147,39,"2-M03",431.8,108.8,NA,NA,"plot_2","KSR-field","Steffi",0,0
"M04","two","KA16","KA",1,110,16,"2-M04",237.8,83.9,NA,NA,"plot_2","KSR-field","Steffi",2,1
"M06","two","HTD28","HTD",1,5,2,"2-M06",3.5,11,NA,NA,"plot_2","KSR-field","Simran",0,0
"M08","one","DE15","DE",1,7,5,"2-M08",6,7,NA,NA,"plot_2","KSR-field","Grant",0,0
"M14","one","KA16","KA",1,40,20,"2-M14",80.3,19.8,NA,NA,"plot_2","KSR-field","Madeline",0,0
"M16","two","HTR25","HTR",1,NA,NA,"2-M16",6.2,2.6,NA,NA,"plot_2","KSR-field","CHECK",NA,NA
"M19","two","RBE34","RBE",1,8,3,"2-M19",3.3,2.8,NA,NA,"plot_2","KSR-field","Madeline",0,0
"N03","one","WT39","WT",1,0,14,"2-N03",14.9,19.3,NA,NA,"plot_2","KSR-field","Madeline",0,0
"N04","one","AC3","AC",1,267,33,"2-N04",1256.7,214.6,NA,NA,"plot_2","KSR-field","Steffi",10,26
"N05","two","RBE17","RBE",1,6,8,"2-N05",8.8,3,NA,NA,"plot_2","KSR-field","Simran",0,0
"N07","two","RBE17","RBE",1,27,59,"2-N07",106.1,21.9,NA,NA,"plot_2","KSR-field","Rebecca",1,0
"N09","one","DE15","DE",1,362,63,"2-N09",3074.4,355.4,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,30
"N11","one","FZ17","FZ",1,57,151,"2-N11",483.4,71.1,NA,NA,"plot_2","KSR-field","Rebecca",3,0
"N12","one","FOR26","FOR",1,114,159,"2-N12",1175.5,135.8,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"N13","one","DU4","DU",1,95,27,"2-N13",396.5,91.6,NA,NA,"plot_2","KSR-field","Steffi",4,2
"N14","one","RBE17","RBE",1,77,24,"2-N14",795.9,86.9,NA,NA,"plot_2","KSR-field","Monika",5,10
"N16","two","HTD2","HTD",1,24,33,"2-N16",115.9,26,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"N19","two","HTR25","HTR",1,166,54,"2-N19",427.2,83.4,NA,NA,"plot_2","KSR-field","Steffi",7,1
"O05","one","DE15","DE",1,9,4,"2-O05",5.5,18.1,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"O08","two","WR31","WR",1,9,9,"2-O08",10,4.4,NA,NA,"plot_2","KSR-field","Madeline",0,0
"O09","two","FZ24","FZ",1,61,18,"2-O09",124.3,26,NA,NA,"plot_2","KSR-field","Steffi",0,0
"O12","one","AC3","AC",1,148,49,"2-O12",346.2,122.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"O13","one","HTD2","HTD",1,86,19,"2-O13",581.9,84.6,NA,NA,"plot_2","KSR-field","Samriti",0,7
"O15","one","AC15","AC",1,260,37,"2-O15",1507.1,190.9,NA,NA,"plot_2","KSR-field","Steffi",7,35
"A10","two","FOR43","FOR",1,27,15,"3-A10",108.6,27.9,NA,NA,"plot_3","KSR-field","Steffi",0,0
"A13","two","WT39","WT",1,18,7,"3-A13",29.8,17.5,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B02","two","HTR30","HTR",1,10,3,"3-B02",9.6,4.4,NA,NA,"plot_3","KSR-field","Shree",0,0
"B03","two","RBE38","RBE",1,56,20,"3-B03",100.4,38.4,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B04","two","WT39","WT",1,22,28,"3-B04",40.8,33.4,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B05","two","HTD2","HTD",1,9,1,"3-B05",2.7,2,NA,NA,"plot_3","KSR-field","Simran",0,0
"B06","two","HTR30","HTR",1,12,8,"3-B06",9.6,9.4,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B09","two","AC3","AC",1,62,30,"3-B09",132.5,18.8,NA,NA,"plot_3","KSR-field","Yumeng",0,0
"B11","two","RBE38","RBE",1,16,4,"3-B11",24.2,10.5,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B15","two","RBE38","RBE",1,7,8,"3-B15",10.6,3.4,NA,NA,"plot_3","KSR-field","Grant",0,0
"B16","two","AC3","AC",1,58,8,"3-B16",164.6,35.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"B17","two","KA16","KA",1,9,13,"3-B17",10.7,5,NA,NA,"plot_3","KSR-field","Madeline",0,0
"B20","two","HTD2","HTD",1,4,3,"3-B20",3.1,2.85,NA,NA,"plot_3","KSR-field","Madeline",0,0
"C03","two","KA7","KA",1,15,13,"3-C03",36.2,10.5,NA,NA,"plot_3","KSR-field","Shree",0,0
"C06","two","RBE38","RBE",1,11,10,"3-C06",30.4,17.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"C07","two","FZ17","FZ",0,3,2,"3-C07",3.3,4.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"C10","two","AC3","AC",1,30,6,"3-C10",85.5,27.5,NA,NA,"plot_3","KSR-field","Monika",0,0
"C15","two","KA7","KA",1,9,3,"3-C15",8.5,6.2,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"C17","two","FZ17","FZ",1,NA,NA,"3-C17",13.9,6.4,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"C18","two","AC20","AC",1,9,7,"3-C18",12.9,3.7,NA,NA,"plot_3","KSR-field","Monika",0,0
"C20","two","FOR43","FOR",1,12,2,"3-C20",10.5,5.4,NA,NA,"plot_3","KSR-field","Madeline",0,0
"D02","two","WT39","WT",1,9,19,"3-D02",15.7,14.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"D03","two","WT30","WT",1,NA,NA,"3-D03",3.7,3.1,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"D04","one","AC3","AC",1,34,20,"3-D04",156.8,49.7,NA,NA,"plot_3","KSR-field","Monika",0,0
"D05","one","FOR15","FOR",1,8,13,"3-D05",11.1,14.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"D06","one","RBE17","RBE",1,46,14,"3-D06",216.7,38.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"D07","one","AC20","AC",1,109,233,"3-D07",316.8,129.6,NA,NA,"plot_3","KSR-field","Grant",0,0
"D08","one","RBE17","RBE",1,28,24,"3-D08",95.1,16.2,NA,NA,"plot_3","KSR-field","Madeline",0,0
"D09","one","KA16","KA",1,10,39,"3-D09",377.3,74.2,NA,NA,"plot_3","KSR-field","Monika",0,18
"D10","one","KA7","KA",1,177,67,"3-D10",628.7,158.1,NA,NA,"plot_3","KSR-field","Steffi",4,5
"D11","one","FOR43","FOR",1,72,27,"3-D11",188.3,97,NA,NA,"plot_3","KSR-field","Steffi",0,0
"D12","two","KA7","KA",1,120,40,"3-D12",223.4,98.6,NA,NA,"plot_3","KSR-field","Steffi",1,0
"D14","two","FZ19","FZ",1,342,12,"3-D14",1261.7,18.6,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"D15","two","DU4","DU",1,99,25,"3-D15",302.1,66.2,NA,NA,"plot_3","KSR-field","Samriti",0,0
"D17","two","WT30","WT",1,43,6,"3-D17",256,72.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"D18","two","FZ19","FZ",1,7,3,"3-D18",3.6,1.3,NA,NA,"plot_3","KSR-field","Samriti",0,0
"D19","two","FZ19","FZ",1,18,11,"3-D19",78,30.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"E04","one","HTD2","HTD",1,57,19,"3-E04",158.4,19.3,NA,NA,"plot_3","KSR-field","Shree",0,0
"E05","one","HTR25","HTR",1,32,11,"3-E05",3.2,2.6,NA,NA,"plot_3","KSR-field","Madeline",0,0
"E06","one","HTR1","HTR",1,114,59,"3-E06",442.5,82.6,NA,NA,"plot_3","KSR-field","Junielle",0,0
"E07","one","HTR1","HTR",1,0,6,"3-E07",8.7,9.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"E08","one","DE7","DE",1,148,35,"3-E08",600.4,281,NA,NA,"plot_3","KSR-field","Steffi",0,0
"E09","one","AC3","AC",1,30,39,"3-E09",61.4,3.26,NA,NA,"plot_3","KSR-field","Grant",0,0
"E11","one","FOR15","FOR",1,81,47,"3-E11",280.1,65.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"E12","two","FOR15","FOR",1,32,20,"3-E12",50.5,15,NA,NA,"plot_3","KSR-field","Madeline",0,0
"E16","two","WR40a","WR",1,9,25,"3-E16",11,3,NA,NA,"plot_3","KSR-field","Grant",0,0
"E17","two","WT18","WT",1,39,12,"3-E17",115.7,24.1,NA,NA,"plot_3","KSR-field","Samriti",0,0
"E18","two","FZ17","FZ",1,6,8,"3-E18",14,4.1,NA,NA,"plot_3","KSR-field","Grant",0,0
"E19","two","RBE38","RBE",1,39,22,"3-E19",112.6,23.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"E20","two","KA7","KA",1,12,19,"3-E20",40.1,12.9,NA,NA,"plot_3","KSR-field","Grant, also entry in NB by Steffi",0,0
"F02","two","FOR43","FOR",1,6,8,"3-F02",5.3,4.1,NA,NA,"plot_3","KSR-field","Madeline",0,0
"F03","one","WR31","WR",1,28,48,"3-F03",217.9,75,NA,NA,"plot_3","KSR-field","Monika",0,0
"F04","one","FOR15","FOR",1,32,15,"3-F04",323.5,48.3,NA,NA,"plot_3","KSR-field","Monika",1,2
"F05","one","KA16","KA",1,29,75,"3-F05",53.3,58.1,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"F07","one","DU4","DU",1,287,41,"3-F07",1176.2,358,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"F08","one","KA16","KA",1,30,13,"3-F08",84.8,52.8,NA,NA,"plot_3","KSR-field","Steffi",6,4
"F10","one","AC20","AC",1,70,13,"3-F10",729.4,108.1,NA,NA,"plot_3","KSR-field","Monika",0,0
"F11","one","WT18","WT",1,12,4,"3-F11",23.2,12.2,NA,NA,"plot_3","KSR-field","Madeline",0,0
"F13","two","FOR26","FOR",1,39,8,"3-F13a",42.7,28.1,NA,NA,"plot_3","KSR-field","Steffi",1,5
"F13","two","FOR26","FOR",1,10,12,"3-F13b",115.2,27.6,NA,NA,"plot_3","KSR-field","Steffi",0,0
"F14","two","FZ24","FZ",1,70,19,"3-F14",176,24.7,NA,NA,"plot_3","KSR-field","Yumeng",0,0
"F17","two","DU4","DU",1,17,10,"3-F17",41.5,6.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"G02","two","FZ17","FZ",1,7,4,"3-G02",6.1,0.9,NA,NA,"plot_3","KSR-field","Steffi",0,0
"G03","one","HTR1","HTR",1,13,4,"3-G03",11.3,4.8,NA,NA,"plot_3","KSR-field","Madeline",0,0
"G04","one","WR40a","WR",1,50,64,"3-G04",329.5,71,NA,NA,"plot_3","KSR-field","Monika",0,0
"G05","one","KA7","KA",1,32,22,"3-G05",52.3,25.1,NA,NA,"plot_3","KSR-field","Grant",0,0
"G06","one","FOR43","FOR",1,197,112,"3-G06",538.5,168.9,NA,NA,"plot_3","KSR-field","Grant",0,0
"G07","one","KA7","KA",1,65,60,"3-G07",69.6,33.1,NA,NA,"plot_3","KSR-field","Grant",0,0
"G09","one","DU4","DU",1,103,50,"3-G09",325.2,171.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"G12","two","FOR26","FOR",1,9,15,"3-G12",5.9,17.5,NA,NA,"plot_3","KSR-field","Simran",0,0
"G13","two","FOR15","FOR",1,9,13,"3-G13",11.6,3.8,NA,NA,"plot_3","KSR-field","Simran",0,0
"G15","two","WT30","WT",1,17,5,"3-G15",45.9,6.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"G17","two","HTD28","HTD",1,159,69,"3-G17",637.8,73.4,NA,NA,"plot_3","KSR-field","Grant",0,0
"G18","two","AC20","AC",1,139,9,"3-G18",545.8,53.7,NA,NA,"plot_3","KSR-field","Madeline",0,0
"G19","two","FOR43","FOR",1,18,1,"3-G19",20.4,7.6,NA,NA,"plot_3","KSR-field","Steffi",0,0
"G20","two","FOR26","FOR",1,24,2,"3-G20",65.9,17.6,NA,NA,"plot_3","KSR-field","Rebecca",0,0
"H02","two","HTR30","HTR",1,3,12,"3-H02",2.3,1.9,NA,NA,"plot_3","KSR-field","Samriti",0,0
"H04","one","AC20","AC",1,177,73,"3-H04",652.6,474.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"H05","one","FZ19","FZ",1,88,1,"3-H05",224.1,38.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"H06","one","DE7","DE",1,70,10,"3-H06",242.8,47,NA,NA,"plot_3","KSR-field","Yumeng",0,0
"H07","one","HTR30","HTR",1,51,9,"3-H07",122.5,87.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"H08","one","DE15","DE",1,68,7,"3-H08",302.9,77.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"H09","one","HTD28","HTD",1,541,85,"3-H09",3447.3,283.5,NA,NA,"plot_3","KSR-field","Grant",0,0
"H10","one","HTD2","HTD",1,63,52,"3-H10",933.9,277.8,NA,NA,"plot_3","KSR-field","Steffi",7,2
"H13","two","DE15","DE",1,64,8,"3-H13",179.6,31.7,NA,NA,"plot_3","KSR-field","Madeline",0,0
"H17","two","HTD28","HTD",1,12,0,"3-H17",20.4,3.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"I04","one","WT18","WT",1,63,27,"3-I04",203.4,63.9,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I05","one","WR40a","WR",1,85,8,"3-I05",273,39.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"I06","one","FZ24","FZ",1,2,5,"3-I06",87.8,18.5,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I07","one","RBE38","RBE",1,78,3,"3-I07",186.2,60.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I08","one","HTR25","HTR",1,30,20,"3-I08",64,10.9,NA,NA,"plot_3","KSR-field","Simran",0,0
"I10","one","RBE38","RBE",1,137,53,"3-I10",562.3,237.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"I11","two","WR31","WR",1,14,3,"3-I11",41.2,7.9,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I12","two","WR40a","WR",1,10,5,"3-I12",19.6,23,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I13","two","DU4","DU",1,NA,NA,"3-I13",1.8,2.4,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"I14","two","FZ19","FZ",1,72,16,"3-I14",128,49.5,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I15","two","DU4","DU",1,49,27,"3-I15",190.3,26.5,NA,NA,"plot_3","KSR-field","Grant",0,0
"J05","one","WT39","WT",1,22,16,"3-J05",55.9,13.3,NA,NA,"plot_3","KSR-field","Simran",0,0
"J06","one","RBE34","RBE",1,3,5,"3-J06",5.9,6.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"J07","one","FOR43","FOR",1,108,49,"3-J07",644.6,240.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"J11","two","FZ17","FZ",1,3,28,"3-J11",13.2,16.2,NA,NA,"plot_3","KSR-field","Madeline?",0,0
"J14","two","DE15","DE",1,30,18,"3-J14",45.15,6.6,NA,NA,"plot_3","KSR-field","Simran",0,0
"J16","two","WT30","WT",1,111,38,"3-J16",557.8,70.2,NA,NA,"plot_3","KSR-field","Madeline",2,1
"J17","two","HTD28","HTD",1,49,6,"3-J17",76.2,14.2,NA,NA,"plot_3","KSR-field","Grant",0,0
"K04","one","FOR26","FOR",1,26,16,"3-K04",106.6,54.2,NA,NA,"plot_3","KSR-field","Grant",0,0
"K11","two","FOR15","FOR",1,20,11,"3-K11",22,72.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"K14","two","FZ19","FZ",1,23,9,"3-K14",26,12.3,NA,NA,"plot_3","KSR-field","Madeline",0,0
"K15","two","DU4","DU",1,44,44,"3-K15",101.8,31.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"K16","two","WR40a","WR",1,38,38,"3-K16",90.8,16,NA,NA,"plot_3","KSR-field","Madeline",0,0
"K18","two","KA7","KA",1,9,3,"3-K18",4.6,2.2,NA,NA,"plot_3","KSR-field","Simran",0,0
"L02","two","AC3","AC",1,8,4,"3-L02",5.7,2,NA,NA,"plot_3","KSR-field","Grant",0,0
"L03","one","RBE34","RBE",1,15,25,"3-L03",56,23.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L05","one","RBE17","RBE",1,15,6,"3-L05",19.7,7.9,NA,NA,"plot_3","KSR-field","Madeline",0,0
"L08","one","KA7","KA",1,24,6,"3-L08",31.4,27.1,NA,NA,"plot_3","KSR-field","Samriti",0,0
"L09","one","HTR30","HTR",1,25,23,"3-L09",73.4,40.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L10","two","KA7","KA",1,13,4,"3-L10",23.2,33.8,NA,NA,"plot_3","KSR-field","Samriti",0,0
"L11","two","DE15","DE",1,25,7,"3-L11",68.9,13.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L13","two","WR31","WR",1,11,6,"3-L13",36.8,8.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"L15","two","KA7","KA",0,14,7,"3-L15",12.9,17.6,NA,NA,"plot_3","KSR-field","Steffi",0,0
"L18","two","WR40a","WR",1,8,5,"3-L18",7.7,2.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"L19","two","HTD28","HTD",1,5,3,"3-L19",3.6,2.2,NA,NA,"plot_3","KSR-field","Samriti",0,0
"M02","two","HTR30","HTR",1,17,3,"3-M02",43.1,13.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"M04","one","AC15","AC",1,30,12,"3-M04",173.3,19.3,NA,NA,"plot_3","KSR-field","Madeline",0,0
"M13","two","DE15","DE",1,62,19,"3-M13",275.4,91,NA,NA,"plot_3","KSR-field","Steffi",0,0
"M14","two","DU4","DU",1,51,17,"3-M14",88.3,24.2,NA,NA,"plot_3","KSR-field","Rebecca",0,0
"M18","two","FOR43","FOR",1,4,16,"3-M18",66.3,101.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"M19","two","FOR26","FOR",1,3,3,"3-M19",1.15,1.5,NA,NA,"plot_3","KSR-field","Simran",0,0
"N04","one","HTR30","HTR",1,85,15,"3-N04",580,474.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"N06","one","FZ17","FZ",1,63,17,"3-N06",179.4,37.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N09","one","FOR15","FOR",1,19,15,"3-N09",70.9,38.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N11","two","WR31","WR",1,8,2,"3-N11",12,3.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N13","two","DU4","DU",1,14,9,"3-N13",14.8,17.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
